mileage,price,Bike name,Types and Used  Time,description
,"$6,099 ",XMAX,New 2023 Yamaha Moped,"2023 YAMAHA XMAX, Cool New Arrival. FOR SALE! #YamahaPowersports #YamahaLetsRide #CapitalPowersports. Our Sales prices do not include state sales tax, vehicle tag/title/registration costs, dealer documentation charge, factory freight and (if applicable) fuel surcharges, and dealer assembly & inspection costs for this vehicle. Contact our sales dept for more detail. Dealer Suggested Retail Price or listed Sale Price includes any factory incentives applicable at time of sale. Note: Sales Team can let you know about similar units or future shipments if this one is sold. 75% of all vehicles are pre-selling before arrival! Zero down / low down finance available for all new vehicles sold at Capital Powersports on approved good credit. Credit problems, no worry, we have options for that too! We have a new state of the Art Service Dept using certified Platinum, Gold, & Silver level powersport technicians for diagnostic, repair, new unit assembly & prep., and inspection facility. All units are inspected by a certified technician before sale. We do not let hourly lot workers assemble our units. Only fully certified technicians, cost us more, but guarantees higher quality and customer satisfaction! Model availability, pricing, equipment, specifications, and photos presented are believed to be accurate to the best of or knowledge and are subject to change without notice. Extended protection plans, Pre-Paid Maintenance plans, Gap, Tire & Wheel, Theft, available on all new vehicles as applicable. Note: For the most accurate information on our vehicles for sale and our great deals go to our website at www.capitalpowersports.com or contact our Sales Team at 919-719-0700 direct for all the details. We are not responsible for incorrect pricing or availability information if you have found this unit on search engine site that is not connected to us directly or the vehicle in store has had a change in factory incentives that are not reflected in this add. Se habla espanol! We buy and take in on trade Motorcycles, Personal Watercraft, ATV’s, & UTV’s! Find us on Facebook, Google, and Instagram too! info@capitalhps.com[Update: Since early 2020 when the pandemic began, and the subsequent production, supplier, fuel increases and logistical challenges in transportation, costs have continued to rise making it challenging for all dealers in final pricing. Freight costs, and Fuel Surcharges continue to change, so we recommend direct contact with our internet sales or on location sales staff to get the current exact cost information. We NEVER charge more than what the factory charges us to our customers. No inflated fees here! You can view the current factory costs via each manufacture website under model details. Thank you.]"
,"$9,797 ",YZ250F Monster Energy Yamaha Racing Edition 250 MONSTER ENERGY YAMAHA RACING EDITION,New 2023 Yamaha Competition,"2023 YAMAHA YZ250F Monster Energy Yamaha Racing Edition,    Top Features  Engine Features"
,"$7,299 ",YZ250 Monster Energy Yamaha Racing Edition,New 2023 Yamaha Mx,
,"$6,499 ",YZ125,New 2023 Yamaha Mx,
,"$9,199 ",YZF-R7,New 2023 Yamaha Dirt Bike,"2023 Yamaha YZF-R7, **IN STOCK** 2023 Yamaha YZF-R7. Give sales a call for more info: 605-221-4000. *our price includes all freight and set up fee's*  2023 Yamaha YZF-R7"
,"$8,799 ",YZ250F Monster Energy Yamaha Racing Edition 250 MONSTER ENERGY YAMAHA RACING EDITION,New 2023 Yamaha Dirt Bike,"2023 Yamaha YZ250F Monster Energy Yamaha Racing Edition, 2023 Yamaha YZ250F Monster Energy Yamaha Racing Edition"
3 miles,"$5,499 ",YZF-R3,New 2023 Yamaha Dirt Bike,"2023 Yamaha YZF-R3, Great Deals, easy financing, affordable extended warranties, we ship nation wide (910)-920-1510  2023 Yamaha YZF-R3"
,"$16,290 ",Super Tenere ES,New 2023 Yamaha Dual Sport,"2023 Yamaha Super Tenere ES, 2023 Yamaha Super Tenere ES"
1 miles,"$9,499 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7, **IN STOCK** 2023 Yamaha YZF-R7. Give sales a call for more info: 605-221-4000. *our price includes all freight and set up fee's*  2023 Yamaha YZF-R7"
"2,300 miles","$5,299 ",YZFR3 300 W/ABS,  2022 Yamaha Sportbike,"2022 YAMAHA YZFR3 300 W/ABS, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
,"$4,449 ",TT-R230,New 2022 Yamaha Dirt Bike,"2022 YAMAHA TT-R230, FINANCING AVAILABLE!TRADES WELCOME!CALL OR TEXT 360-805-5550www.adventuremotorsports.netADVENTURE MOTORSPORTS320 N. Lewis StMonroe, WA. 98272Did you know? WE NOW CARRY SUNCHASER PONTOON BOATS! WE ARE 1 OF 3 DEALERS (in Washington) SELECTED TO INTRODUCE THE EXCITING NEW SEGWEY LINE OF OFF-ROAD VEHICLES!Also, we now carry KTM’s full line of motorcycles. As well as Kawasaki’s full line of motorcycles, ATVs, Side by sides and Watercraft. That makes a total of 12 DIFFERENT LINES. They are: YAMAHA, KAWASAKI, SUZUKI, ARCTIC CAT, KTM, SUNCHASER, SEGWAY, KYMCO, KAYO, SSR, BENELLI and Textron Off- Road.ON A BUDGET?? We have 2 VALUE PRICED product lines.Plus, we have the LARGEST SELECTION OF CLEAN   MACHINES IN THE NORTHWEST. We have over 500 new and   motorcycles, scooters, ATV's, SXS's, boats, snowmobiles, watercraft, and Utility Vehicles right here for you to choose from. We are the #1 Volume Side by Side dealer in Washington State. We have over 60 to choose from on the premises every day. We offer financing on both new and   vehicles. We will take almost any trade... motorcycles, ATV's, cars, or trucks. Be sure and visit Adventure Motorsports, your adventure begins here. If vehicle is new, price does not include destination and assembly fees. A negotiable documentary service fee of up to $200.00 will be added to the final price.   Top Features  Engine Features"
,"$1,749 ",TT-R50E,New 2022 Yamaha Dirt Bike,"2022 YAMAHA TT-R50E,    Top Features  Engine Features  Chassis/Suspension Features"
,"$1,699 ",PW50,New 2022 Yamaha Dirt Bike,"2022 YAMAHA PW50,    Top Features  Engine Features  Chassis/Suspension Features"
"5,143 miles","$12,999 ",Tracer 9 GT,  2022 Yamaha Touring,"2022 Yamaha Tracer 9 GT, Great Deals, easy financing, affordable extended warranties, we ship nation wide (910)-920-1510  2022 Yamaha Tracer 9 GT"
,"$1,749 ",TT-R50E,New 2022 Yamaha Dirt Bike,"2022 YAMAHA TT-R50E,    Top Features  Engine Features  Chassis/Suspension Features"
,"$1,699 ",PW50,New 2022 Yamaha Dirt Bike,"2022 YAMAHA PW50,    Top Features  Engine Features  Chassis/Suspension Features"
,"$1,699 ",PW50,New 2022 Yamaha Dirt Bike,"2022 YAMAHA PW50,    Top Features  Engine Features  Chassis/Suspension Features"
,"$9,599 ",WR450F,New 2022 Yamaha Competition,"2022 YAMAHA WR450F,    Top Features"
,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Touring,"2022 Yamaha Tracer 9 GT, 2022 Yamaha Tracer 9 GT"
1 miles,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Touring,"2022 Yamaha Tracer 9 GT, 2022 Yamaha Tracer 9 GT"
,"$4,288 ",YZ65,  2022 Yamaha Dirt Bike,"2022 Yamaha YZ65,   Pre-Owned 2022 Yamaha YZ65 Youth dirt bike for sale at Riva Motorsports Miami SAVE! No freight or prep, on this very lightly   model in like new conditon. Own for as low as  with approved credit. Payment is based on 60 months credit approval. Other options available. Contact us to apply."
,"$14,999 ",Tracer 9 GT,New 2022 Yamaha Touring,"2022 Yamaha Tracer 9 GT, 2022 Yamaha Tracer 9 GT"
,"$5,599 ",YDX-MORO 07 - Medium,New 2022 Yamaha Electric Bicycle,
50 miles,"$7,399 ",YZ450F Monster Energy Yamaha Racing Edition,  2021 Yamaha Mx,
"1,275 miles","$3,991 ",V Star 250,  2021 Yamaha Sportbike,"2021 Yamaha V Star 250, Why buy  ? To find the PERFECT vehicle! With over 30 years in the powersports industry, RideNow Powersports has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to Ride Now. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing   Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States.  2021 Yamaha V Star 250"
"12,754 miles","$9,890 ",Ténéré 700,  2021 Yamaha Dual Sport,"2021 Yamaha Ténéré 700, 2021 Yamaha Tenere 700"
,"$4,599 ",YDX-MORO PRO - Large,New 2021 Yamaha Electric Bicycle,
"3,531 miles","$7,299 ",XVS950 BOLT 950 BASE,  2020 Yamaha Touring,"2020 YAMAHA XVS950 BOLT 950, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
,"$3,895 ",TT-R230,  2019 Yamaha Dirt Bike,"2019 Yamaha TT-R230, Click, Email or Call 616-379-6060 to schedule your appointment TODAY!!!"
572 miles,"$6,999 ",XVS950 BOLT 950 BASE,  2017 Yamaha Touring,"2017 YAMAHA XVS950 BOLT 950, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
"11,611 miles","$16,299 ",YZF R1,  2017 Yamaha Sportbike,"2017 Yamaha YZF R1, Aftermarket mods include: . . Yoshimura Slip-on w/ Cat delete . Flashed ECU . Frame Sliders Get ready to take your riding experience to the next level with the Yamaha R1. This iconic motorcycle is the epitome of performance style and technology delivering a level of excitement that's unmatched in the industry. The powerful 998cc engine advanced electronics and aerodynamic bodywork work together to create a machine that's as thrilling to ride as it is to look at. The Yoshimura slip on exhaust with a cat delete and a flashed ECU give the R1 a unique and aggressive exhaust note while also increasing horsepower and torque. . . . The fully adjustable suspension and lightweight chassis allow for ultimate control and handling on both the track and the open road. The Yamaha R1 is designed with the rider in mind providing unparalleled comfort and versatility. Whether you're pushing the limits on the track or taking on a scenic road this motorcycle is sure to deliver an unforgettable riding experience. Get behind the handlebars and feel the power for yourself. The Yamaha R1 is the ultimate package of performance style and technology and it's waiting for you.... Read the full description on our Website at: www.texasstrongpowersports.com"
"20,307 miles","$10,699 ",YZF-R6,  2017 Yamaha Sportbike,"2017 Yamaha YZF-R6, 2017 Yamaha YZF-R6"
"18,142 miles","$6,950 ",FZ-07,  2017 Yamaha Standard,"2017 Yamaha FZ-07 , DEALER NOTES:This bike has become the class leader among the middleweight naked sportbike segment and is honestly a much more refined and easy to ride bike than even some of its stablemates as well as many other bikes that outclass it. This bike is much faster than it has a right to be given its diminutive size, very low price point, and its target audience being novice riders looking for a friendly and easy to ride sportbike that's as comfortable as it is fast. The reality is Yamaha paid up on the promises they made about the bike being easy to ride and extremely comfortable as well as having an excellent power to weight ratio. The only thing Yamaha left out in their ads for the bike is that this is truly a wolf in sheeps clothing similar to its absolutely mental brother the FZ09. This bike will be an absolute hooligan willing to loft the front or rear wheel any time with some serious provocation. That is what has made these bikes SOOOOOOO popular and gain such a cult following, Yamaha truly started making bikes with deep character again and it shows in the sales figures. These are budget bikes that have excellent build quality, reliability and chassis and motors that are advanced enough for track days and stunt sessions as well as the week long commute and weekend blitzkrieg down your favorite local backroad. This particular example is ultra clean and minty fresh and needs nothing more than a new owner for the upcoming amazing weather as we enter the east coast riding season. This is a gorgeous bike and the color must be seen in person to fully appreciate.NUMBER OF PREVIOUS OWNERS:CURRENT MILEAGE:18142 (May very slightly due to us test riding the bikes, generally less than 200 miles)TITLE STATUS:Clean (No Brands, No liens, Actual Mileage)ORIGINAL OWNERSHIP ITEMS INCLUDED:UPGRAGES:Fender eliminator kitIntegrated tail lightStomp grip tank padsPuig touring windscreenFrame slidersAdjustable leversRECENT SERVICES:Engine Oil and filter (Just performed here at our dealership at time of trade in)COSMETIC IMPERFECTIONS:NONE - FLAWLESS!!!MECHANICAL IMPERFECTIONS:NONE - FLAWLESS!!!PRE-OWNED CERTIFICATION LEVEL:GOLD LEVEL CERTIFIED!WARRANTY TYPE:30 Day / 1000 mile FULL wheel to wheel no hassle warrantyPLEASE FEEL FREE TO CONTACT US FOR A COPY OF OUR INDUSTRY LEADING PRE-OWNED VEHICLE QUALITY ASSURANCE INSPECTION CHECKLIST THAT WAS COMPLETED FOR THIS BIKE! Visit Black Market Bikez LLC. online at blackmarketbikez.com to see more pictures of this vehicle or call us at 717-515-0064 today to schedule your test drive."
510 miles,"$9,999 ",YZF-R6,  2016 Yamaha Sportbike,
"8,051 miles","$6,999 ",FZ-09,  2016 Yamaha Sportbike,
"18,079 miles","$6,500 ",FZ07,  2016 Yamaha Standard,"2016 YAMAHA FZ07, Ready to Stunt !! This motorcycle is 2016 Yamaha FZ-07 and what a Blast to ride very responsive and easy to handle tho i wouldn't suggest the FZ07 to a beginner rider. But for a Advanced motorcyclist the yamaha FZ-07 offer a sport touring motorcycle that is lightweight and easy to handle with lots of power and amazing gas mileage . Yamaha's 2016 FZ 07 only weighs 397 pounds in riding order and the 698cc motor produces 78 horse to the wheel followed 50 pounds of torque and fed by a 3.7 that offers the rider a impressive 52 miles per gallon making the 2016 Yamaha FZ07 a great option For daily driver. so Come by Flip My Cycle And see the 2016 Yamaha FZ 07 in person"
"6,683 miles","$6,499 ",FZ 07,  2016 Yamaha Sportbike,"2016 Yamaha FZ 07, FZ-07 Aftermarket modifications: . Akraprovic Full Exhaust MSRP: 927.39 Power Commander V MSRP: 401.77 Yoshimura Fendor Eliminator: 103.96 . . The 2016 Yamaha FZ-07 is a sleek and powerful sportbike that is designed to give riders an adrenaline-pumping experience on the road. Equipped with a full system Akrapovic exhaust and Power Commander 5 this bike delivers an unmatched level of performance and excitement that is sure to impress even the most demanding riders. The Akrapovic exhaust is a high-quality system that is built to enhance the performance of the FZ-07. With its advanced design and precision engineering this exhaust delivers a deep throaty sound that adds to the bike's overall sporty and aggressive character. It also helps to improve the bike's power output allowing riders to feel the full force of the FZ-07's engine as they cruise down the road. The Power Commander 5 is another essential feature of the FZ-07's performance package. This advanced electronic control unit (ECU) allows riders to fine-tune the bike's fuel injection system to optimize its power output and fuel efficiency. With its intuitive interface and easy-to-use software the Power Commander 5 gives riders complete control over the bike's performance allowing them to customize it to their exact specifications. Overall the 2016 Yamaha FZ-07 with the full system Akrapovic exhaust and Power Commander 5 is a top-of-the-line sportbike that offers unbeatable performance and style. Whether you're a seasoned rider or just starting out this bike is sure to provide you with the ultimate riding experience.... Read the full description on our Website at: www.texasstrongpowersports.com"
"12,399 miles","$7,990 ",FZ-09,  2016 Yamaha Sportbike,"2016 Yamaha FZ-09, SWEET PIECE! RARE! HURRY IN! @INTEGRITY CYCLES!!  2016 Yamaha FZ-09"
"15,574 miles","$9,999 ",YZF-R6,  2016 Yamaha Sportbike,
"18,850 miles","$9,885 ",XV1900 RAIDER BULLET COWL,  2015 Yamaha Touring,"2015 YAMAHA XV1900 RAIDER BULLET COWL, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
"3,994 miles","$6,285 ",XVS950 VSTAR 950 BASE,  2015 Yamaha Touring,"2015 YAMAHA XVS950 VSTAR 950, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
"11,400 miles","$4,497 ",YZF-R3,  2015 Yamaha Sportbike,
"13,082 miles","$9,999 ",YZF-R6,  2015 Yamaha Sportbike,
"6,421 miles","$5,999 ",FJ-09,  2015 Yamaha Sport Touring,"2015 Yamaha FJ-09, Great Deals, easy financing, affordable extended warranties, we ship nation wide (910)-920-1510  2015 Yamaha FJ-09"
"10,735 miles","$17,250 ",YZF-R1M,  2015 Yamaha Sportbike,
"10,474 miles","$6,499 ",V Star 950 Tourer,  2015 Yamaha Touring,
"4,468 miles","$8,990 ",FZ1,  2015 Yamaha Sportbike,
"7,262 miles","$6,485 ",XVS950 VSTAR 950 BASE,  2014 Yamaha Touring,"2014 YAMAHA XVS950 VSTAR 950, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
,"$3,999 ",TW200,  2014 Yamaha Standard,
"28,500 miles","$8,999 ",YZF-R6,  2014 Yamaha Sportbike,
"6,699 miles","$11,999 ",YZF-R1,  2014 Yamaha Sportbike,
"34,480 miles","$9,999 ",Royal Star Venture S,  2013 Yamaha Touring,"VENTURE FROM COAST TO COASTA super-smooth 1,298 cc V-four liquid-cooled powerplant wrapped in a high tensile steel frame built to carry two people and plenty of gear in ultimate two-wheel comfort. When it comes to seeing North America in detail, there’s no better way to do it than by Venture."
"25,371 miles","$5,499 ",XVS950 VSTAR 950 TOURER,  2012 Yamaha Touring,"2012 YAMAHA XVS950 VSTAR 950 TOURER, We provide more detailed information as well as additional photos on our website. To view that information, please click on the ""view website"" link in the details section below. Most of our bikes are sold fully serviced, detailed and have a nationwide warranty of up to 90-days. And yes, we also take trades!"
"38,821 miles","$6,899 ",Stryker,  2012 Yamaha Cruiser,
"7,979 miles","$5,900 ",V STAR 950 RAVEN BASE,  2011 Yamaha Cruiser,
