mileage,price,bike,Types ,description
,"$4,649 ",Meteor Fireball Yellow,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Fireball Yellow, 2022 Royal Enfield Meteor Fireball Yellow"
,"$4,749 ",Meteor Stellar Black,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Stellar Black, 2022 Royal Enfield Meteor Stellar Black"
,"$5,299 ",Himalayan Pine Green,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Pine Green, New 2022 Royal Enfield Himalayan Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
,"$5,299 ",Himalayan Pine Green,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Pine Green, New 2022 Royal Enfield Himalayan Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
,"$5,299 ",Himalayan Pine Green,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Pine Green, New 2022 Royal Enfield Himalayan Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
,"$8,695 ",Int650 Downtown Drag,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Downtown Drag, Bridgestone Battlax AX41 Knobbies w/ S&S 2 into 1 Stainless exhaust installed! Sale price plus freight, set up tax title and fees.   2022 Royal Enfield Int650 Downtown Drag"
,"$5,299 ",Himalayan Pine Green,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Pine Green, New 2022 Royal Enfield Himalayan Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
,"$4,599 ",Classic 350 Dark Gunmetal Grey,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Dark Gunmetal Grey, 2022 Royal Enfield Classic 350 Dark Gunmetal Grey"
,"$4,599 ",Classic 350 Signals Marsh Grey,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Signals Marsh Grey, 2022 Royal Enfield Classic 350 Signals Marsh Grey"
,"$4,649 ",Meteor Fireball Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Fireball Red, In stock, and ready to rock! Unbeatable prices on these awesome bikes, that are perfect for beginners, professionals, and anyone in between. Stop in and check out our inventory today! *Price listed is MSRP and does not include freight, assembly. or doc fee. Call for more details.  2022 Royal Enfield Meteor Fireball Red"
1 miles,"$5,523 ",INT650,New 2022 Royal Enfield Cruiser,
3 miles,"$4,999 ",CLASSIC 350,New 2022 Royal Enfield Standard,
4 miles,"$4,499 ",CLASSIC 350,New 2022 Royal Enfield Classic / Vintage,
1 miles,"$4,499 ",CLASSIC 350,New 2022 Royal Enfield Classic / Vintage,
852 miles,"$4,350 ",METEOR 350,Used 2022 Royal Enfield Cruiser,
,"$4,399 ",Meteor 350,New 2021 Royal Enfield Cruiser,
"15,370 miles","$5,171 ",INT 650,Used 2021 Royal Enfield Custom,"2021 Royal Enfield INT 650, Just In! 2021 Royal Enfield INT 650. Call today for more info"
824 miles,"$4,499 ",METEOR 350,Used 2021 Royal Enfield Cruiser,"SUPER NOVA.The Meteor represents the eternal essence of riding, the spirit of the cruise; with classic contours & timeless design cues. The Meteor is ready for the open road and up to the challenge of city commuting.At the heart of the Meteor is the all-new air-oil cooled, 349cc, SOHC engine with a characteristic long stroke and electronic fuel injection system producing smooth tractable power & plenty of bottom-end torque. Continuing the legend of the easy singles, the new engine possesses a visceral exhaust note that is distinctively Royal Enfield.Comes with a navagation system and all weather cover."
,"$4,399 ",Meteor 350 Stellar Red,New 2021 Royal Enfield Standard,"2021 Royal Enfield Meteor 350 Stellar Red, For more info or any questions CALL or TEXT Chuck @ 702-340-9860  2021 Royal Enfield Meteor 350 Fireball Red"
578 miles,"$5,500 ",Continental GT Dr. Mayhem,Used 2021 Royal Enfield Standard,"2021 Royal Enfield Continental GT Dr. Mayhem, 2021 Royal Enfield Continental GT Black Magic"
419 miles,"$5,995 ",INT650,Used 2019 Royal Enfield Classic / Vintage,2019 Royal Enfield INT650
"7,717 miles","$4,999 ",CLASSIC 500,Used 2018 Royal Enfield Classic / Vintage,
133 miles,"$13,450 ",INTERCEPTOR,Used 1968 Royal Enfield Classic / Vintage,
,"$4,899 ",Meteor 350,New 2023 Royal Enfield Cruiser,"2023 Royal Enfield Meteor 350,"
,"$6,649 ",Continental GT 650 - DUX DELUXE,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 - DUX DELUXE,"
,"$4,799 ",Classic 350 CHROME RED,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350 CHROME RED,"
,"$4,599 ",Classic 350,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350,"
,"$6,199 ",INT650 - SUNSET STRIP,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 - SUNSET STRIP,"
,"$4,749 ",METEOR 350 - STELLAR BLACK,New 2023 Royal Enfield Standard,"2023 ROYAL ENFIELD METEOR 350 - STELLAR BLACK,"
,"$6,199 ",INT650 SUNSET STRIP,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 SUNSET STRIP,"
3 miles,"$4,899 ",METEOR 350 BASE,New 2023 Royal Enfield Cruiser,"2023 ROYAL ENFIELD METEOR 350 BASE,"
,"$4,649 ",METEOR 350 - FIREBALL RED,New 2023 Royal Enfield Standard,"2023 ROYAL ENFIELD METEOR 350 - FIREBALL RED,"
,"$4,809 ",Classic 350,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350,"
,"$5,099 ",Scram 411,New 2023 Royal Enfield Standard,
,"$5,099 ",Scram 411,New 2023 Royal Enfield Standard,
,"$5,099 ",Scram 411,New 2023 Royal Enfield Standard,
,"$5,099 ",Scram 411,New 2023 Royal Enfield Standard,
1 miles,"$3,999 ",SCRAM 411,New 2023 Royal Enfield Standard,"2023 Royal Enfield SCRAM 411, Price includes $250 Military Credit, must qualify!   Features  Engine"
10 miles,"$7,149 ",Continental GT 650 Mr.Clean BASE,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Mr.Clean, 2023 Royal Enfield Continental GT 650 Rocker Red"
10 miles,"$6,849 ",Continental GT 650 Rocker Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Rocker Red, INCLUDES ENGINE GUARDS AND WINDSCREEN  2023 Royal Enfield Continental GT 650 Dux Deluxe"
10 miles,"$6,149 ",INT650 Ventura Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Ventura Blue, 2023 Royal Enfield INT650 Ventura Blue"
1 miles,"$6,349 ",INT650 Downtown Drag,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Downtown Drag,    Chassis  Suspension  Engine  Gearbox"
640 miles,"$4,995 ",Scram 411,Used 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411, This bike is completely stock with almost no miles. This is your chance to save some cash and get a practically new bike. You still get the remaining time on the 3 year factory warranty (that started from the day the original owner purchased.) Don't wait! We are Wheelin' & Dealin'! We work hard to make your buying experience simple & easy. At Cycles, Skis, & ATVs we stock quality preowned Power Sports vehicles. Every preowned unit is handpicked to ensure that you get the best. We are your local authorized dealer and service center for Arctic Cat Off-road, Husqvarna Motorcycles, Hammerhead Go-karts, and Royal Enfield Motorcycles. We love trades, too. We WILL make your drive worth it. So, call (520) 747-8339 and ask for Sales or get the ball rolling by filling out a credit app on our secure website. Thank you for looking. See you soon!  Features"
1 miles,"$5,099 ",SCRAM 411,New 2023 Royal Enfield Standard,"2023 Royal Enfield SCRAM 411, Price includes $250 Military Credit, must qualify!   Features  Engine"
1 miles,"$3,999 ",SCRAM 411,New 2023 Royal Enfield Standard,"2023 Royal Enfield SCRAM 411, Price includes $250 Military Credit, must qualify!   Features  Engine"
1 miles,"$3,999 ",SCRAM 411,New 2023 Royal Enfield Standard,"2023 Royal Enfield SCRAM 411, Price includes $250 Military Credit, must qualify!   Features  Engine"
,"$6,349 ",INT650 Baker Express,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Baker Express, 2023 Royal Enfield INT650 Baker Express"
,"$5,449 ",Himalayan Mirage Silver,New 2023 Royal Enfield Standard,"2023 Royal Enfield Himalayan Mirage Silver, 2023 Royal Enfield Himalayan Mirage Silver"
,"$6,349 ",INT650,New 2023 Royal Enfield Scooter,"2023 Royal Enfield INT650,"
,"$6,149 ",INT650 Canyon Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Canyon Red, 2023 Royal Enfield INT650 Canyon Red"
,"$6,649 ",Continental GT 650 Ventura Storm,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Ventura Storm, 2023 Royal Enfield Continental GT 650 Ventura Storm"
,"$6,349 ",Continental GT 650 British Racing Green,New 2023 Royal Enfield Classic / Vintage,"2023 Royal Enfield Continental GT 650 British Racing Green, 2023 Royal Enfield Continental GT 650 British Racing Green"
,"$5,099 ",Scram 411 Graphite Yellow,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Graphite Yellow, New 2023 Royal Enfield Scram 411 Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
3 miles,"$6,149 ",INT650 Orange Crush,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Orange Crush, New 2023 Royal Enfield INT650 Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
1 miles,"$4,599 ",Classic 350 Halcyon Green,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350 Halcyon Green, NEW ARRIVAL!! 2023 Royal Enfield Classic 350 in Halcyon Green! Stop in, call or text today to reserve yours!!  2023 Royal Enfield Classic 350 Halcyon Green"
,"$6,149 ",INT650 Ventura Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Ventura Blue, 2023 Royal Enfield INT650 Ventura Blue"
1 miles,"$4,599 ",Classic 350 Halcyon Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350 Halcyon Black, NEW ARRIVAL!! 2023 Royal Enfield Classic 350, one of our most popular models!! Stop in, call or text today to reserve yours!!  2023 Royal Enfield Classic 350 Halcyon Black"
3 miles,"$4,899 ",Meteor 350 Supernova Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Meteor 350 Supernova Blue, New 2023 Royal Enfield Meteor 350 Motorcycle For Sale In Katy, TX  Iron Supply Powersports"
16 miles,"$5,099 ",Scram 411 Graphite Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Graphite Blue, 2023 Royal Enfield Scram 411 Graphite Blue"
,"$6,124 ",Himalayan Rock Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield Himalayan Rock Red, 2023 Royal Enfield Himalayan Rock Red"
,"$6,824 ",INT650 Canyon Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Canyon Red, 2023 Royal Enfield INT650 Canyon Red"
,"$5,774 ",Scram 411 Skyline Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Skyline Blue, 2023 Royal Enfield Scram 411 Graphite Blue"
,"$5,774 ",Scram 411 White Flame,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 White Flame, 2023 Royal Enfield Scram 411 White Flame"
,"$6,124 ",Himalayan Lake Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Himalayan Lake Blue, 2023 Royal Enfield Himalayan Lake Blue"
3 miles,"$4,799 ",CLASSIC 350,New 2023 Royal Enfield Classic / Vintage,
10 miles,"$6,349 ",INTERCEPTOR 650,New 2023 Royal Enfield Standard,Financing is available. Credit are cards accepted.  Trade-ins will be considered.
2 miles,"$4,799 ",METEOR 350,New 2023 Royal Enfield Cruiser,
,"$6,124 ",Himalayan Pine Green,New 2023 Royal Enfield Standard,"2023 Royal Enfield Himalayan Pine Green, 2023 Royal Enfield Himalayan Pine Green"
3 miles,"$5,954 ",METEOR 350,New 2023 Royal Enfield Cruiser,and
,"$5,774 ",Scram 411 Blazing Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Blazing Black, 2023 Royal Enfield Scram 411 Blazing Black"
,"$5,774 ",Scram 411 Graphite Yellow,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Graphite Yellow, 2023 Royal Enfield Scram 411 Graphite Yellow"
,"$5,099 ",SCRAM 411,New 2023 Royal Enfield Standard,
10 miles,"$4,599 ",Classic 350 Reborn,New 2023 Royal Enfield Classic / Vintage,
,"$5,099 ",Scram 411,New 2023 Royal Enfield Dual Sport,
2 miles,"$6,349 ",INTERCEPTOR 650,New 2023 Royal Enfield Standard,
2 miles,"$6,149 ",INTERCEPTOR 650,New 2023 Royal Enfield Standard,
3 miles,"$6,349 ",CONTINENTAL GT 650,New 2023 Royal Enfield Standard,
3 miles,"$4,499 ",CLASSIC 350 BASE,New 2022 Royal Enfield Cruiser,"2022 ROYAL ENFIELD CLASSIC 350 BASE,"
,"$6,342 ",Continental GT 650 Twin Mr Clean BASE,New 2022 Royal Enfield Standard,
,"$5,349 ",Continental GT 650 Twin BRITISH RACING GREEN,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT 650 Twin BRITISH RACING GREEN,"
,"$4,799 ",Himalayan,New 2022 Royal Enfield Standard,"2022 Royal Enfield Himalayan,"
,"$5,999 ",Continental GT 650 Twin MR CLEAN BASE,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT 650 Twin MR CLEAN,"
,"$4,999 ",Himalayan,New 2022 Royal Enfield Standard,
400 miles,"$5,799 ",Int650 Downtown Drag,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Downtown Drag, 2022 Royal Enfield Int650 Downtown Drag"
,"$6,199 ",INT 650 DOWNTOWN DRAG,New 2022 Royal Enfield Standard,"2022 Royal Enfield INT 650 DOWNTOWN DRAG,    Chassis  Suspension  Engine  Gearbox  Tyres & B"
,"$5,798 ",INT650,New 2022 Royal Enfield Standard,"2022 Royal Enfield INT650, Hurry in for great savings at Pro Caliber Bend!;Call the Pro Caliber bend sales team @ 1-541-647-5151 for more information or to schedule an appointment!;;* Price shown is net price after any factory to customer rebates and does not include applicable taxes, dealer added options, license, and doc fee…   Chassis  Suspension  Engine"
,"$4,999 ",Int650 Canyon Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Canyon Red, Motoworks Chicago is Chicago s exclusive BMW, Ducati, Triumph, Royal Enfield, Kymco, Piaggio, Vespa dealership. Serving Chicago, Illinois, and the surrounding suburbs, we have the capacity to deliver and pick up your motorcycle or scooter all over Chicagoland.We are a one-stop-shop for all of your two-wheeled needs. Easy financing on most motorcycles and scooters! Riding gear, parts, accessories, or service... we ve got you covered. With factory trained technicians specializing in BMW, Ducati, Triumph, Royal Enfield, Kymco, Piaggio, Vespa repair, no service job is too big for us.We are conveniently located at 1901 S. Western Ave., just southwest of Downtown Chicago in the beautiful Pilsen neighborhood. The CTA Pink Line Western stop is just 250 feet from our entrance!The price of this vehicle does not include any additional state, local, or dealer fees that may apply. 2022 Royal Enfield Int650 Canyon Red"
,"$4,749 ",Meteor Stellar Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Stellar Red, 2022 Royal Enfield Meteor Stellar Red"
,"$5,299 ",Himalayan Pine Green,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Pine Green, 2022 Royal Enfield Himalayan Mirage Silver"
,"$5,999 ",Int650 Orange Crush,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Orange Crush, 2022 Royal Enfield Int650 Downtown Drag"
,"$7,174 ",Continental GT Ventura Storm,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT Ventura Storm, 2022 Royal Enfield Continental GT Ventura Storm"
657 miles,"$4,489 ",Classic 350 Signals Desert Sand,Used 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Signals Desert Sand, 2022 Royal Enfield Classic 350 Signals Desert Sand"
,"$5,174 ",Classic 350 Halcyon Green,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Halcyon Green, 2022 Royal Enfield Classic 350 Halcyon Green"
,"$5,374 ",Classic 350 Chrome Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Chrome Red, 2022 Royal Enfield Classic 350 Chrome Red"
,"$6,874 ",Int650 Baker Express,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Baker Express, 2022 Royal Enfield Int650 Baker Express"
,"$5,224 ",Meteor Fireball Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Fireball Red, 2022 Royal Enfield Meteor Fireball Red"
,"$5,424 ",Meteor 350 Stellar Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor 350 Stellar Red, 2021 Royal Enfield Meteor 350 Stellar Red"
,"$6,874 ",Continental GT Rocked Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT Rocked Red, 2022 Royal Enfield Continental GT Rocked Red"
,"$6,874 ",Continental GT British Racing Green,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT British Racing Green, 2022 Royal Enfield Continental GT British Racing Green"
,"$6,874 ",Int650 Downtown Drag,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Downtown Drag, 2022 Royal Enfield Int650 Downtown Drag"
563 miles,"$5,999 ",Continental GT 650,Used 2022 Royal Enfield Cruiser,"The Continental GT 650 Twin echoes its predecessor's style, but it's a whole new motorcycle. Its ergonomics offers an optimum mix of steering feel and comfort. For that authentic look, the GT 650 comes with 36-spoke aluminum alloy rims & tires specially developed for Royal Enfield. The sculpted tank, weight-forward stance and rear set footrests, allow the rider to tuck-in in a classic riding position perfect for carving up the back roads or a ton of fun in the city"
