mileage,price,BIke name,Types and Used Time,description
,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R600, 2023 Suzuki GSX-R600 In 1985, Suzuki revolutionized the sportbike category with the introduction of the original GSX- R750, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2022 GSX-R600 encapsulates Suzuki's tradition of blending race-winning capability with impeccable street manners. The GSX-R600's compact, powerful, four-cylinder engine promptly reacts when you twist the throttle, while its supremely refined suspension and brakes provide precise, responsive handling. The superb ergonomics boosts control and comfort while the iconic GSX-R bodywork looks great under any of the available paint schemes. The GSX-R600's race-ready look isn't manufactured, it's the true byproduct of decades of production roadracing dominance that continues to this day. For a rider considering a mid-size Supersport bike that's at home or the track or the street, there's only one choice; the Suzuki GSX-R600 Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Tachometer, Fuel Injected, Disc Brakes - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
1 miles,"$18,199 ",GSX-R1000R,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R1000R, 2023 Suzuki GSX-R1000R The Suzuki GSX-R1000R sport bike is powered by a 999.8 cc (61.0 cu in) four-stroke, liquid- cooled, DOHC, inline-four engine. The engine produces a maximum output of 202 horsepower (151 kW) at 13,200 rpm and 86.7 lb*ft (117.6 N*m) of torque at 10,800 rpm. The GSX-R1000R has a six- speed manual transmission and a chain drive. It features a lightweight aluminum frame, fully adjustable suspension, and advanced electronics, including a quick-shifter, traction control, and a launch control system. The bike has a top speed of 186 mph (299 km/h) and can accelerate from 0 to 60 mph (97 km/h) in just 2.7 seconds. The GSX-R1000R is considered to be one of the most powerful and advanced sport bikes on the market, and is popular among motorcycle enthusiasts and racers. Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Tachometer, Fuel Injected, Disc Brakes - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
1 miles,"$6,999 ",DR650S,New 2023 Suzuki Dual Sport,"2023 SUZUKI DR650S,    Key Features  Engine Features"
,"$8,599 ",Burgman 400 ABS,New 2023 Suzuki Scooter,"2023 Suzuki Burgman 400 ABS, Known as the Elegant Athlete of the scooter world, the 2023 Suzuki Burgman 400 has a unmatched collection of styling, technical, and rider features that affirms its dominance over its competitors. The slim and sharp styling is coated with a new Solid Iron Gray paint scheme with blue wheels that further emphasize the Burgman's luxury performance appearance. The Burgman's nose and tail blend style with full LED function, as the dual headlights have integrated position lights, while the rear combination taillight elegantly blends with the smooth bodywork. A functional design is applied to the instrument cluster that clearly shows riding range and real-time fuel consumption that will help the rider conserve fuel. The Burgman's strong and responsive 400cc engine uses a carefully designed camshaft profile and Suzuki's dual-spark technology ignition system to comply with worldwide emissions standards, while offering good fuel economy. Like the systems   on Suzuki's Hayabusa and GSX-S1000GT, the Burgman features a rider-selectable Traction Control* system that offers the rider peace of mind and excellent road-holding ability in a variety of road conditions. Suzuki's Easy Start System is a standard Burgman feature, so a momentary press of the starter button fires the engine, while the precise fuel injection system maintains a steady, smooth idle under all conditions. The large-diameter 15-inch cast front wheel provides excellent stability while enhancing visual appearance and carries a pair of 260mm disc brake rotors, while the 13-inch rear wheel has a 210mm hydraulic disc brake for reliable stopping control. The Anti-lock Brake System (ABS)** monitors wheel speeds and hydraulic pressure hundreds of times per second to provide stopping power that matches the available traction. Blending unmatched styling, engine, and chassis performance, along with confidence-inspiring rider aids, the Suzuki Burgman 400 continues to be the premium scooter-of-choice for riders of all experience levels. Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Tachometer, Fuel Injected, Disc Brakes, ABS - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
,"$18,299 ",GSX-R1000RZ,New 2023 Suzuki Sportbike,"2023 Suzuki GSX-R1000RZ, 2023 Suzuki GSX-R1000RZ Call or Text us at 415-861-6100 SF Moto is open Monday - Saturday 10 am - 6 pm. - Clock, Tachometer, Fuel Injected, Disc Brakes, ABS - Contact SF Moto at 415-404-9320 or sf_moto@yahoo.com for more information. - A little bit about us, SF Moto is a locally owned shop catering to first time scooter & motorcycle buyers. We have a huge selection of Helmets & Apparel, PLUS a great selection of   motorcycles & scooters. If you are in San Francisco please come by and visit. To see more bikes & scooters for sale check out our web site at www.sfmoto.com Call 415-404-9320 Monday through Saturday, 10am-5pm. Our location is 275 8th. Street San Francisco CA. 94103. This is in the south of market area of San Francisco just off the Bay Bridge. -"
,"$14,099 ",GSX-S1000GT+,New 2023 Suzuki Sport Touring,"The 2023 GSX-S1000GT intelligently combines the championship performance of its GSX-R1000-based engine with a nimble, lightweight chassis to provide riders with an exciting and comfortable GT riding experience. Here is a Grand Tourer with sportbike level functionality, avantgarde styling, truly functional integrated side cases, plus an extensive selection of optional accessories.;;More than a successor to the prior generation GSX-S1000F, the GSX-S1000GT+ is the motorcycle that performance-minded touring enthusiasts desire, whether heading out on a long trip with a passenger on board or enjoying a sporty solo romp up a twisty ribbon of asphalt. The GSX-S1000GT+'s performance is a revelation, its appearance breathtaking, and the Suzuki mySPIN connectivity application integrated into the full-color TFT instrument panel provides easy access to contacts, maps, music, and phone communication.;;Using long-stroke, GSX-R engine architecture, the 999cc four-stroke, liquid-cooled DOHC in-line four engine delivers smooth, consistent power throughout its wide power band. This enhances the riding experience, both at the low- to mid-range engine speeds commonly   in daily riding, and through the mid- to high-range   when travelling long distances on t"
,"$14,099 ",GSX-S1000GT+,New 2023 Suzuki Sport Touring,"The 2023 GSX-S1000GT intelligently combines the championship performance of its GSX-R1000-based engine with a nimble, lightweight chassis to provide riders with an exciting and comfortable GT riding experience. Here is a Grand Tourer with sportbike level functionality, avantgarde styling, truly functional integrated side cases, plus an extensive selection of optional accessories.;;More than a successor to the prior generation GSX-S1000F, the GSX-S1000GT+ is the motorcycle that performance-minded touring enthusiasts desire, whether heading out on a long trip with a passenger on board or enjoying a sporty solo romp up a twisty ribbon of asphalt. The GSX-S1000GT+'s performance is a revelation, its appearance breathtaking, and the Suzuki mySPIN connectivity application integrated into the full-color TFT instrument panel provides easy access to contacts, maps, music, and phone communication.;;Using long-stroke, GSX-R engine architecture, the 999cc four-stroke, liquid-cooled DOHC in-line four engine delivers smooth, consistent power throughout its wide power band. This enhances the riding experience, both at the low- to mid-range engine speeds commonly   in daily riding, and through the mid- to high-range   when travelling long distances on the highway. Refined and controlled performance is managed by Suzuki Intelligent Ride System (S.I.R.S.) technology, including electronic cruise control, traction control* and clutchless quick shifting, so passing slower traffic is an opportunity, never a challenge.;;The twin-spar aluminum frame and superbike-braced swingarm help deliver agile handling and great road-holding ability that will go the distance. Visually stunning, the trellis-style sub-frame design creates secure attachment points for the standard, high capacity 25.7L saddlebags, while allowing for a thick, more comfortable passenger seat. The GSX-S1000GT+'s cargo capacity and suspension control can flex to each new destination, thanks to its fully adjustable, inverted KYB fork and easy-to-adjust rear shock. The dual, ABS-equipped**, radial-mounted, four-piston, Brembo-front brake calipers and 310mm floating rotors provide the controlled stopping performance needed to travel two-up with confidence.;;Comfort is vital to miles of effortless performance, and the GSX-S1000GT+ is ready to accept your next long ride. Sit behind the wind-tunnel developed windscreen and grasp the wide, cast-aluminum handlebar that is positioned for a comfortable reach while delivering the proper leverage to guide the GSX-S1000GT+ on any road. The handlebar's special rubber mount damps vibrati"
5 miles,"$7,099 ",DR-Z400S,New 2023 Suzuki Dual Sport,"2023 Suzuki DR-Z400S, Call Robert at (714) 256-6700 for details.  2023 Suzuki DR-Z400S"
1 miles,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2023 GSX-R600 embodies Suzuki’s tradition of blending race-winning capability with impeccable street manners."
,"$14,099 ",GSX-S1000GT+,New 2023 Suzuki Sport Touring,"The 2023 GSX-S1000GT intelligently combines the championship performance of its GSX-R1000-based engine with a nimble, lightweight chassis to provide riders with an exciting and comfortable GT riding experience. Here is a Grand Tourer with sportbike level functionality, avantgarde styling, truly functional integrated side cases, plus an extensive selection of optional accessories.;;More than a successor to the prior generation GSX-S1000F, the GSX-S1000GT+ is the motorcycle that performance-minded touring enthusiasts desire, whether heading out on a long trip with a passenger on board or enjoying a sporty solo romp up a twisty ribbon of asphalt. The GSX-S1000GT+'s performance is a revelation, its appearance breathtaking, and the Suzuki mySPIN connectivity application integrated into the full-color TFT instrument panel provides easy access to contacts, maps, music, and phone communication.;;Using long-stroke, GSX-R engine architecture, the 999cc four-stroke, liquid-cooled DOHC in-line four engine delivers smooth, consistent power throughout its wide power band. This enhances the riding experience, both at the low- to mid-range engine speeds commonly   in daily riding, and through the mid- to high-range   when travelling long distances on the highway. Refined and controlled performance is managed by Suzuki Intelligent Ride System (S.I.R.S.) technology, including electronic cruise control, traction control* and clutchless quick shifting, so passing slower traffic is an opportunity, never a challenge.;;The twin-spar aluminum frame and superbike-braced swingarm help deliver agile handling and great road-holding ability that will go the distance. Visually stunning, the trellis-style sub-frame design creates secure attachment points for the standard, high capacity 25.7L saddlebags, while allowing for a thick, more comfortable passenger seat. The GSX-S1000GT+'s cargo capacity and suspension control can flex to each new destination, thanks to its fully adjustable, inverted KYB fork and easy-to-adjust rear shock. The dual, ABS-equipped**, radial-mounted, four-piston, Brembo-front brake calipers and 310mm floating rotors provide the controlled stopping performance needed to travel two-up with confidence.;;Comfort is vital to miles of effortless performance, and the GSX-S1000GT+ is ready to accept your next long ride. Sit behind the wind-tunnel developed windscreen and grasp the wide, cast-aluminum handlebar that is positioned for a comfortable reach while delivering the proper leverage to guide the GSX-S1000GT+ on any road. The handlebar's special rubber mount damps vibrati"
