mileage,price,Bike,Types and Used Time,description
1 miles,"$11,999 ",450 SMR,New 2023 KTM Sportbike,"2023 KTM 450 SMR, 2023 KTM 450 SMR"
,"$9,688 ",350 EXC-F,New 2023 KTM Dirt Bike,"2023 KTM 350 EXC-F, ***MANAGER'S SPECIAL***   ***MANAGER'S SPECIAL***  2023 KTM 350 EXC-F for Sale at Riva Motorsports Superstore in Pompano Beach, Florida"
,"$20,299 ",1290 Super Adventure R,New 2023 KTM Standard,
,"$9,699 ",450 SMR,New 2023 KTM Competition,
,"$9,699 ",250 XC-W,  2023 KTM Dirt Bike,
,"$11,999 ",450 SMR,New 2023 KTM Competition,"You'd be forgiven for thinking the KTM 450 SMR couldn't possibly get any better. But we'll let that slide - just as you would be doing when you throw a leg over the latest iteration of pure READY TO RACE perfection. With a frame that is specifically engineered for longitudinal rigidity, stability, and exceptional rider feedback and an engine that blows away the competition with unrelenting power delivery - not to mention the electronic wizardry to rival sports bikes - The KTM 450 SMR is a purpose-built racer with one simple goal - winning championships. (This motorcycle is not street legal and is designed for closed course racing.)"
,"$10,888 ",450 SMR,New 2023 KTM Competition,
,"$11,999 ",450 SMR,New 2023 KTM Competition,
,"$6,799 ",125 SX,New 2023 KTM Mx,
,"$7,999 ",350 XC-F,New 2023 KTM Dirt Bike,"2023 KTM 350 XC-F, 2023 KTM 350 XC-F / STOCK # TN3000 Beginning January 26, 2023, and running through April 2, 2023, KTM customers can take advantage of a very NEW and exciting special offer! Customers can receive up to $1,500 (MSRP) in FREE KTM POWERWEAR, POWERPARTS and/or SPAREPARTS with the purchase of a select new, unregistered 2023 KTM offroad model motorcycle at any participating authorized KTM authorized dealer. Restrictions apply, visi"
,"$10,999 ",450 SMR,New 2023 KTM Competition,
333 miles,"$11,849 ",450 SMR,New 2023 KTM Competition,"You'd be forgiven for thinking the KTM 450 SMR couldn't possibly get any better. But we'll let that slide - just as you would be doing when you throw a leg over the latest iteration of pure READY TO RACE perfection. With a frame that is specifically engineered for longitudinal rigidity, stability, and exceptional rider feedback and an engine that blows away the competition with unrelenting power delivery - not to mention the electronic wizardry to rival sports bikes - The KTM 450 SMR is a purpose-built racer with one simple goal - winning championships. (This motorcycle is not street legal and is designed for closed course racing.)"
,"$8,566 ",350 SX-F,New 2023 KTM Mx,
,"$10,999 ",450 SMR,New 2023 KTM Competition,"You'd be forgiven for thinking the KTM 450 SMR couldn't possibly get any better. But we'll let that slide - just as you would be doing when you throw a leg over the latest iteration of pure READY TO RACE perfection. With a frame that is specifically engineered for longitudinal rigidity, stability, and exceptional rider feedback and an engine that blows away the competition with unrelenting power delivery - not to mention the electronic wizardry to rival sports bikes - The KTM 450 SMR is a purpose-built racer with one simple goal - winning championships. (This motorcycle is not street legal and is designed for closed course racing.)"
,"$11,999 ",450 SMR,New 2023 KTM Competition,"You'd be forgiven for thinking the KTM 450 SMR couldn't possibly get any better. But we'll let that slide - just as you would be doing when you throw a leg over the latest iteration of pure READY TO RACE perfection. With a frame that is specifically engineered for longitudinal rigidity, stability, and exceptional rider feedback and an engine that blows away the competition with unrelenting power delivery - not to mention the electronic wizardry to rival sports bikes - The KTM 450 SMR is a purpose-built racer with one simple goal - winning championships. (This motorcycle is not street legal and is designed for closed course racing.)"
,"$11,999 ",350 SX-F,New 2023 KTM Dirt Bike,2023 KTM 350 SX-F
1 miles,"$12,649 ",450 XC-F,New 2023 KTM Dirt Bike,"The 2023 KTM 450 XC-F rolls into the pits already armed with the learnings of past championships - but now it's blistering with an all-new arsenal of weaponry. Being the leading 4-Stroke in the Cross Country division for the year, the KTM 450 XC-F once again brings its undeniable READY TO RACE spirit to the starting line with a relentless assault on the podium. A new frame, new rear shock, better electronics, and more performance all mean one thing - it's time to extend the trophy room."
,"$20,299 ",1290 Super Adventure S,New 2023 KTM Standard,
,"$9,299 ",Freeride E-XC,New 2023 KTM Dirt Bike,
,"$11,099 ",450 SX-F,New 2024 KTM Mx,"We aren't ones to brag, but with a trophy cabinet ready to rip at the seams, the KTM 450 SX-F is the epitome of a podium hunter. With 5 AMA 450 supercross titles in the last 7 seasons, the 2024 KTM 450 SX-F rolls into the pit already armed with the learnings of past championships. It's time to extend the trophy room."
,"$9,399 ",300 SX,New 2024 KTM Mx,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 SX is set to take the MX Open category back to school. Churning out massive power, the KTM 300 SX sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 SX be the new Open Class president?"
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$10,899 ",350 SX-F,New 2024 KTM Mx,
,"$9,399 ",300 SX,New 2024 KTM Mx,
,"$9,149 ",250 SX,New 2024 KTM Mx,"For decades, the 250 cc 2-stroke class has been at the forefront of pure unadulterated performance. It is epitomized by sweet-smelling 2-stroke smoke, top-end powerbands and 'Braaaap!'. The 2024 KTM 250 SX takes that to an all-new, gnarlier level. Thanks to a swathe of cutting-edge advancements across the board, this 2-stroke legend has stepped up, and even further out of reach of the competition."
,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
,"$11,099 ",450 SX-F,New 2024 KTM Mx,
1 miles,"$11,649 ",350 XC-F,New 2024 KTM Dirt Bike,
,"$11,099 ",450 SX-F,New 2024 KTM Mx,
1 miles,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
3 miles,"$9,149 ",250 SX,New 2024 KTM Mx,"For decades, the 250 cc 2-stroke class has been at the forefront of pure unadulterated performance. It is epitomized by sweet-smelling 2-stroke smoke, top-end powerbands and 'Braaaap!'. The 2024 KTM 250 SX takes that to an all-new, gnarlier level. Thanks to a swathe of cutting-edge advancements across the board, this 2-stroke legend has stepped up, and even further out of reach of the competition."
,"$11,099 ",450 SX-F,New 2024 KTM Mx,"We aren't ones to brag, but with a trophy cabinet ready to rip at the seams, the KTM 450 SX-F is the epitome of a podium hunter. With 5 AMA 450 supercross titles in the last 7 seasons, the 2024 KTM 450 SX-F rolls into the pit already armed with the learnings of past championships. It's time to extend the trophy room."
,"$11,649 ",350 XC-F,New 2024 KTM Dirt Bike,
,"$10,899 ",350 SX-F,New 2024 KTM Mx,
,"$11,649 ",350 XC-F,New 2024 KTM Dirt Bike,"With over a decade of racing - and winning - in cross country competitions, the KTM 350 XC-F has long shed its underdog label and proven itself a worthy adversary. An all-new WP XACT Close Cartridge spring fork, new rear shock settings, better electronics, and unmatched performance all mean one thing - the 2024 KTM 350 XC-F is once again READY TO RACE."
,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
1 miles,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
1 miles,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
,"$9,149 ",250 SX,New 2024 KTM Mx,"For decades, the 250 cc 2-stroke class has been at the forefront of pure unadulterated performance. It is epitomized by sweet-smelling 2-stroke smoke, top-end powerbands and 'Braaaap!'. The 2024 KTM 250 SX takes that to an all-new, gnarlier level. Thanks to a swathe of cutting-edge advancements across the board, this 2-stroke legend has stepped up, and even further out of reach of the competition."
,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
,"$10,899 ",350 SX-F,New 2024 KTM Mx,"With over a decade of racing - and winning - at the highest tier of professional motocross, the KTM 350 SX-F has long shed its underdog label and proven itself a worthy adversary. Delivering usable power throughout the rev range, unwavering stability at speed, and true championship-winning credentials, the 2024 KTM 350 SX-F is once again READY TO RACE."
1 miles,"$11,099 ",450 SX-F,New 2024 KTM Mx,"We aren't ones to brag, but with a trophy cabinet ready to rip at the seams, the KTM 450 SX-F is the epitome of a podium hunter. With 5 AMA 450 supercross titles in the last 7 seasons, the 2024 KTM 450 SX-F rolls into the pit already armed with the learnings of past championships. It's time to extend the trophy room."
,"$11,099 ",450 SX-F,New 2024 KTM Mx,
1 miles,"$11,649 ",350 XC-F,New 2024 KTM Dirt Bike,"With over a decade of racing - and winning - in cross country competitions, the KTM 350 XC-F has long shed its underdog label and proven itself a worthy adversary. An all-new WP XACT Close Cartridge spring fork, new rear shock settings, better electronics, and unmatched performance all mean one thing - the 2024 KTM 350 XC-F is once again READY TO RACE."
,"$10,899 ",350 SX-F,New 2024 KTM Mx,
,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
3 miles,"$11,299 ",300 XC,New 2024 KTM Dirt Bike,"Maximum power at the least possible weight, amplified by low maintenance costs and smooth, linear power delivery - the 2024 KTM 300 XC is set to take the Open category back to school. An all-new closed cartridge spring fork and cross-country specific suspension settings hand it the trophy in the handling stakes, while massive power from an engine weighing only 52.6 lb sets the benchmark when it comes to power to weight ratios. Could the 2024 KTM 300 XC be the new Open Class president?"
