mileage,price,Bike name ,Time of USed,description
,"$29,999 ",C&J DUCATI BEVEL DRIVE DESMO,  1977 Ducati Classic / Vintage,"1977 Ducati C&J DUCATI BEVEL DRIVE DESMO, Vehicle is sold ""as is"". No warranty.  C&J DUCATI 900 Lightweight Special, 1 of 3 Built, Rare!This motorcycle is one of the most unique Ducatis ever to be offered for sale. This is one of three produced by Mark Henry and C&J Racing Frames in 1987. The inspiration was the new, at that time, Ducati F-1 which offered state of the art styling and handling but an engine that was considerably cheapened when compared to the labor intensive, traditional, old world craftsmanship of the bevel drive desmo engines like the one that took Mike Hailwood to victory at the Isle of Man TT races a few years earlier.The C&J frame is carefully designed and constructed of high quality, light weight, 4130 chrome moly tubing. C&J achieved a very strong and light structure. The frame also has some nice features. The steering head angle is steeper and adjustable in a 2* range to get the feel that you like. The rear suspension is a mono-shock design that reduces the wheelbase considerably to 58 inches for fast steering.The fiberglass tank, tail section, fender, and fairing are the highest quality products you will ever see. Mark Henry had these carefully made at Fiber Systems, his company. The custom paint work in pearl white and green metallic with black striping is stunning.Suspension on this bike is upgraded to the highest spec adjustable Marzocchi M1R front forks and Works Performance aluminum remote reservoir mono-shock.Braking is handled by top of the line Brembo gold components up front featuring twin floating discs and 4 piston race spec calipers. Rear braking also features quality Brembo parts.Real Marvic magnesium wheels are mounted, front and rear. Very light weight!Other features are custom billet aluminum triple clamps with the lower clamp acting as a brake line junction, genuine Ducati gauges and switchgear, Ducati F-1 foot controls, and custom Bub exhaust.Engine number 086784 has around 50 miles on it since a complete rebuild by Dr. Desmo of Evanston IL. The displacement is 905cc(88mmx74.4mm) and I have 8, hand written pages of assembly notes with dimensions that are included. Features noted are 42mm and 38mm mille valves, aluminum clutch kit, stainless screw set, gear gazer, heavy breather, aluminum oil filter cover, aluminum tower tubes, and lightened clutch assembly.In June of 1987 Motorcyclist magazine did a feature article on the personal C&J Ducati of creator Mark Henry. The 4 page article by Nick Ienatsch was very complimentary. “It’s an easy bike to ride briskly; the legendary Ducati power pushing a substantially lighter bike...” “This theme is echoed in the fairing and tank, in the big 900 mill enclosed in a maze of chrome-moly tubing, in the bike’s cornering performance and even in it’s braking abilities. It’s a sound principle.” Nick raved about the handlin"
1 miles,"$18,199 ",STREETFIGHTER V2,New 2023 Ducati Standard,"2023 DUCATI STREETFIGHTER V2, The all new color, Storm Green, Streetfighter V2 is now in stock and available in our Falls Church Showroom. Come see the bike in person and talk to us about being the first to own this beautiful bike. This 23 Storm Green Streetfighter is ready to storm the streets with the Ducati Performance Akrapovic Titanium Exhaust already installed. The signature Ducati sound resonates through this beautifully engineered exhaust and includes the performance upmap. Come by and hear how the desmodromic motor sings with the Titanium exhaust. The grunt and tone ignite the souls of the rider and the bike into one."
,"$20,999 ",DesertX - Derek's Desert Build! BASE,New 2023 Ducati Dual Sport,"2023 DUCATI DesertX - Derek's Desert Build!, Dust the dunes on this kitted 2023 Ducati DesertX! We've installed the following accessories:Ducati Touring kit:Heated gripsCenter StandAluminum side panniersPRICE DOES NOT INCLUDE $249 DOCUMENTATION FEE, $795 DESTINATION FEE, TITLE FEE AND SALES TAX*DESTINATION FEE INCLUDES FREIGHT SURCHARGE FROM MANUFACTURER*Unless otherwise specified, product prices already reflect discounts. Offers may not be combined with any other sale, promotion, discount, code, coupon and/or offer. Offers not valid on previous purchases, gift cards, gift certificates, taxes or shipping and processing charges. Customer must pay all applicable sales tax. Promotions have no cash value. Gift Cards cannot be   towards purchase of vehicle(s). Pony Powersports Group reserves the right to modify any promotion at any time. Other restrictions may apply.   Features"
5 miles,"$12,595 ",Scrambler Desert Sled,New 2023 Ducati Dual Sport,"2023 DUCATI Scrambler Desert Sled, *Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Features  Engine"
5 miles,"$13,195 ",MONSTER PLUS,New 2023 Ducati Sportbike,"2023 DUCATI MONSTER PLUS, Just Fun. The new Monster represents all the essence of Ducati in the lightest, most compact and essential form possible. You can already guess it from the name: Monster, nothing else.The recipe is the original 1993 one: a sporty engine, but perfect for road use, combined with a Superbike-derived frame.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Features  Engine"
1 miles,"$14,995 ",Hypermotard 950,New 2023 Ducati Sportbike,"2023 Ducati Hypermotard 950, 2023 Ducati Hypermotard 950"
5 miles,"$18,295 ",Panigale V2,New 2023 Ducati Sportbike,
,"$11,895 ",Scrambler Urban Motard Star White Silk and Ducati GP,New 2023 Ducati Standard,"2023 Ducati Scrambler Urban Motard Star White Silk and Ducati GP 19 Red, 2023 Ducati Scrambler Urban Motard Star White Silk and Ducati GP ’19 Red"
,"$17,695 ",DesertX Star White Silk,New 2023 Ducati Sportbike,"2023 Ducati DesertX Star White Silk, 2023 Ducati DesertX Star White Silk"
3 miles,"$14,895 ",Scrambler 1100 Tribute PRO Giallo Ocra 1100 PRO,New 2023 Ducati Standard,"2023 Ducati Scrambler 1100 Tribute PRO Giallo Ocra, TAKING PRE ORDER NOW!  2023 Ducati Scrambler 1100 Tribute PRO Giallo Ocra"
9 miles,"$12,995 ",Monster + Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Monster + Ducati Red, Financing as low as 6.99% with approved credit.  2023 Ducati Monster + Ducati Red"
,"$9,195 ",Scrambler Icon Dark Matt Black,New 2023 Ducati Standard,"2023 Ducati Scrambler Icon Dark Matt Black, 2023 Ducati Scrambler Icon Dark Matt Black"
,"$11,895 ",Scrambler Urban Motard Star White Silk and Ducati GP,New 2023 Ducati Standard,"2023 Ducati Scrambler Urban Motard Star White Silk and Ducati GP 19 Red, 2023 Ducati Scrambler Urban Motard Star White Silk and Ducati GP ’19 Red"
,"$12,995 ",Monster + Ducati Red,New 2023 Ducati Sportbike,"2023 Ducati Monster + Ducati Red, 2023 Ducati Monster + Ducati Red"
9 miles,"$27,995 ",Multistrada V4S Ducati Red - Spoked Wheels 950 S SPOKED WHEELS,New 2023 Ducati Sportbike,"2023 Ducati Multistrada V4S Ducati Red - Spoked Wheels, Financing as low as 6.99% with approved credit.  2023 Ducati Multistrada V4S Ducati Red / Spoked Wheels"
5 miles,"$12,595 ",SCRAMBLER DESERT SLED,New 2023 Ducati Standard,"2023 DUCATI SCRAMBLER DESERT SLED, Making its way out of the roughest roads of California and New Mexico, the new Scrambler Desert Sled is designed for those who love the unconventional streets and the less traveled paths. This essential and yet grand version of Scrambler offers a unique mix of off-road spirit and lifestyle values.**Financing Available***Price shown is based on selling price average retail value. Excludes Manufacturer warranty Selling price excludes optional accessories, applicable taxes, installation, setup and/or other dealer cost*   Features  Engine"
5 miles,"$20,895 ",XDIAVEL DARK,New 2022 Ducati Cruiser,"2022 DUCATI XDIAVEL S, The new XDiavel offers a relaxed riding position, characterized by a low seat and advanced foot pegs. There are many possible riding position settings and the extensive catalogue of accessories allow all riders to adapt the bike to their riding style and shape. Riding pleasure: You can tell it is a Ducati at the first corner: the way it leans, its technical content, its cutting-edge electronic package and high performance guarantee an unforgettable riding experience.*Price shown is based on the manufacturer's suggested retail price (MSRP) and is subject to change. MSRP excludes destination charges, optional accessories, applicable taxes, installation, setup and / or other dealer cost.*   Features  Engine"
2 miles,"$12,695 ",Monster + Dark Stealth 821 STEALTH,New 2022 Ducati Sportbike,"2022 Ducati Monster + Dark Stealth, 2022 Ducati Monster + Dark Stealth"
,"$18,195 ",Multistrada V2 S Street Grey,New 2022 Ducati Sportbike,"2022 Ducati Multistrada V2 S Street Grey, 2022 Ducati Multistrada V2 S Street Grey"
797 miles,"$12,495 ",Monster + Ducati Red,  2022 Ducati Sportbike,"2022 Ducati Monster + Ducati Red, Comes with full 2 year factory warranty. No destination and preparation fees. Includes Rizoma levers, passenger seat, and grab handles.  2022 Ducati Monster + Ducati Red"
2 miles,"$11,695 ",Scrambler Urban Motard Star White Silk and Ducati GP,New 2022 Ducati Standard,"2022 Ducati Scrambler Urban Motard Star White Silk and Ducati GP 19 Red, 2022 Ducati Scrambler Urban Motard Star White Silk and Ducati GP ’19 Red"
"2,600 miles","$99,995 ",Diavel 1260 Lamborghini Gea Green,  2022 Ducati Sportbike,"2022 Ducati Diavel 1260 Lamborghini Gea Green, A motorcycle made in a limited and numbered edition of 630 units and destined to win the hearts of motorcyclists and collectors from all over the world. THIS BEAUTY IS #346/630. Unconventional, unique, unmistakable. The Diavel is the model in the Ducati range able to amaze enthusiasts with its personality, with the road behaviour of a naked sport thanks to a thoroughbred sports engine and with its design, which has made it an icon of style and ‘Made in Italy’ and for which it has received prestigious international recognition such as the ‘Red Dot Award’ and ‘Good Design Award’. Ducati and Lamborghini are Italian excellences that share values ??such as sportiness, attention to design and a meticulous devotion to detail. Starting from this common basis, the Ducati designers have chosen to be inspired in this special project by one of the most fascinating models of the Sant’Agata Bolognese company, the Lamborghini Siàn FKP 37. The Special Helmet is included in the price for this collectors piece, Size M.   2022 Ducati Diavel 1260 Lamborghini Gea Green"
"1,231 miles","$21,250 ",SUPERBIKE PANIGALE V2,  2022 Ducati Sportbike,
"2,734 miles","$9,995 ",Scrambler 1100 PRO,  2021 Ducati Sportbike,
"1,736 miles","$22,999 ",Diavel 1260 S Ducati Red,  2021 Ducati Sportbike,"2021 Ducati Diavel 1260 S Ducati Red, This 2021 Ducati Diavel is in Like New condition as it has minimal to no ride wear. It only has 1,869 miles and still has the remaining balance of the manufacturer warranty. It comes in stock form ready for a new owner to accessorize it. All pre-owned units are subject to a $299 reconditioning fee. Moon Motorsports Monticello, MN 763-295-2920.  2021 Ducati Diavel 1260 S Ducati Red"
981 miles,"$9,999 ",Scrambler 800 Full Throttle Shining Black/Yellow,  2020 Ducati Standard,"2020 Ducati Scrambler 800 Full Throttle Shining Black/Yellow, This 2020 Ducati Scrambler 800 Full Throttle is in Excellent Condition as it is super clean and has only 981 total miles. It comes with an installed fly screen. All pre-owned units are subject to a $299 reconditioning fee. Moon Motorsports Monticello, MN 763-295-2920.  2020 Ducati Scrambler 800 Full Throttle Shining Black/Yellow"
"1,181 miles","$8,999 ",Scrambler 800 Dark,  2020 Ducati Standard,"2020 Ducati Scrambler 800 Dark, 2020 Ducati Scrambler 800 Dark, literally like new with less than 1200 miles on it, totally original except for a set of Speedymoto frame and axle sliders.   2020 Ducati Scrambler 800 Dark"
"12,329 miles","$11,995 ",MONSTER 821 STEALTH,  2020 Ducati Sportbike,
"3,441 miles","$14,488 ",Monster 1200,  2019 Ducati Standard,"2019 Ducati Monster 1200, Engine and transmission Displacement 1198.4 ccm (73.13 cubic inches) Engine type V2, four-stroke Engine details Testastretta 11° L-Twin Power 150.0 HP (109.5 kW)) @ 9250 RPM Torque 126.2 Nm (12.9 kgf-m or 93.1 ft.lbs) @ 7750 RPM Compression 13.0:1 Bore x stroke 106.0 x 67.9 mm (4.2 x 2.7 inches) Valves per cylinder 4 Fuel system Injection. 53mm throttle bodies with full Ride by Wire Fuel control Desmodromic valve control Cooling system Liquid Gearbox 6-speed Transmission type Chain (final drive) Clutch Light action, wet, multiplate clutch with hydraulic control. Self-servo action on drive, slipper action on over-run. Driveline Front sprocket 15; Rear sprocket 41. Primary drive: Straight cut gears, ratio 1.84. Fuel consumption 5.20 litres/100 km (19.2 km/l or 45.23 mpg) Greenhouse gases 120.6 CO2 g/km. (CO2 - Carbon dioxide emission) Exhaust system Lightweight 2-1-2 system with catalytic converter and two lambda probes. Twin aluminium mufflers Chassis, suspension, brakes and wheels Frame type Tubular steel Trellis frame attached to the cylinders head Rake (fork angle) 23.3° Trail 87 mm (3.4 inches) Front suspension 43mm fully adjustable usd forks Front wheel travel 130 mm (5.1 inches) Rear suspension Progressive linkage with fully adjustable monoshock. Aluminium single-sided swingarm Rear wheel travel 152 mm (6.0 inches) Front tire 120/70-ZR17 Rear tire 190/55-ZR17 Front brakes Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. Diameter 320 mm (12.6 inches) Rear brakes Single disc. ABS. Floating disc. Two-piston calipers. Diameter 245 mm (9.6 inches) Seat Dual seat Physical measures and capacities Dry weight 187.0 kg (412.3 pounds) Weight incl. oil, gas, etc 213.0 kg (469.6 pounds) Power/weight ratio 0.8021 HP/kg Seat height 795 mm (31.3 inches) If adjustable, lowest setting. Overall height 1040 mm (40.9 inches) Overall length 2200 mm (86.6 inches) Overall width 830 mm (32.7 inches) Wheelbase 1485 mm (58.5 inches) Fuel capacity 16.50 litres (4.36 US gallons)"
"4,700 miles","$37,990 ",Panigale V4 R,  2019 Ducati Sportbike,"2019 Ducati Panigale V4 R , V4R FULLY LOADED FULL TITANIUM EXHAUST DP RIZOMA REAR SETS DP ADJUTABLE LEVERS REAR BRAKE THUMB BRAKE RECORDING CAMERA SYSTEM ENGINE COVERS RADIATOR COVERS RACE / STREET SWITCHES DP LEVERS REMOTE ADJUSTER RECENTLY SERVICED NEW TIRES   2019 Ducati Panigale V4 R"
"9,845 miles","$24,999 ",Panigale V4S PANIGALE V4 S,  2019 Ducati Sportbike,"2019 Ducati Panigale V4S, Engine and transmission Displacement 1103.0 ccm (67.31 cubic inches) Engine type V4, four-stroke Engine details L-twin Power 214.0 HP (156.2 kW)) @ 13000 RPM Torque 124.0 Nm (12.6 kgf-m or 91.5 ft.lbs) @ 10000 RPM Compression 14.0:1 Bore x stroke 81.0 x 53.6 mm (3.2 x 2.1 inches) Valves per cylinder 4 Fuel system Injection. Electronic fuel injection system. Twin injectors per cylinder. Full ride-by-wire elliptical throttle bodies. Fuel control Desmodromic valve control Cooling system Liquid Gearbox 6-speed Transmission type Chain (final drive) Clutch Slipper and self-servo wet multiplate clutch with hydraulic control Fuel consumption 6.90 litres/100 km (14.5 km/l or 34.09 mpg) Greenhouse gases 160.1 CO2 g/km. (CO2 - Carbon dioxide emission) Emission details Euro 4 Exhaust system 4-2-1-2 system with 2 catalytic converter and 2 lambda probes. Chassis, suspension, brakes and wheels Frame type Aluminium alloy Rake (fork angle) 24.5° Trail 100 mm (3.9 inches) Front suspension Fully adjustable Öhlins TTX36unit Front wheel travel 120 mm (4.7 inches) Rear suspension Fully adjustable Ohlins TTX36 unit. Electronic compression and rebound damping adjustment with semi-active mode. Adjustable linkage: Progressive/flat. Aluminium single-sided swingarm Rear wheel travel 130 mm (5.1 inches) Front tire 120/70-ZR17 Rear tire 200/60-ZR17 Front brakes Double disc. ABS. Floating discs. Radially mounted. Diameter 330 mm (13.0 inches) Rear brakes Single disc. ABS. Two-piston calipers. Diameter 245 mm (9.6 inches) Wheels 3-spoke light alloy. Physical measures and capacities Weight incl. oil, gas, etc 195.0 kg (429.9 pounds) Seat height 830 mm (32.7 inches) If adjustable, lowest setting. Wheelbase 1464 mm (57.6 inches) Fuel capacity 16.00 litres (4.23 US gallons) Other specifications Color options Ducati Red Starter Electric Instruments Digital unit with TFT colour display rev counter, speed, gear selected, odometer, etc. Factory warranty 24 months unlimited mileage Comments Traction control"
