mileage,price,Bike,Types and Used Time,description
,"$13,350 ",F 750 GS,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the ."
,"$12,501 ",F 900 R,New 2023 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
2 miles,"$23,025 ",R1250GS 1250 GS,New 2023 BMW Custom,
2 miles,"$23,025 ",R1250GS 1250 GS,New 2023 BMW Custom,
2 miles,"$23,500 ",R 18 B,New 2023 BMW Cruiser,"BMW cover up to 4 Payments of up to $333 each MY23 R 18 B & R 18 Transcontinental for a total of up to $1,332"
,"$15,475 ",F 900 XR,New 2023 BMW Standard,"XR stands for the uncompromising combination of athleticism and long-distance performance: Adrenaline for days, curve for curve. On the F 900 XR, you can keep hunting these curves without stopping mile after mile. Even its thrilling design promises pure performance. While the upright, relaxed sitting position and the wind and weather protector show: Only one person decides when your ride is over you."
5 miles,"$29,290 ",R 18 Transcontinental,New 2023 BMW Cruiser,2023 BMW R 18 Transcontinental. Gravity Blue Metallic
6 miles,"$19,765 ",R 1250 RS,New 2023 BMW Sportbike,"The BMW R 1250 RS is a powerful sports touring bike. Characterized by its two-cylinder boxer engine with BMW ShiftCam technology, it visually embodies sporty dominance and unadulterated riding pleasure. Thanks to wind and weather protection, as well as the relaxed sitting position and assistance systems, you can enjoy every corner and every mile whether alone or with a companion. Every punch of your boxer drives you forward every single time. On every journey and every dynamic intermediate sprint. You demand more with confidence and the bike delivers. Simply put:"
2 miles,"$13,135 ",F 750 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
,"$22,780 ",R 1250 GS Adventure GS Trophy,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
5 miles,"$9,535 ",C 400 GT,New 2023 BMW Scooter,"A vibrant metropolis. Novelty around every corner. You have unlimited options with the C 400 GT: climb on, set off, enjoy and just keep going even beyond city limits. In doing so, you will conveniently reach your destination thanks to the new Ride by Wire and optional BMW Motorrad Connectivity including Navigator. Your radius increases and you discover your world in a new dimension."
5 miles,"$5,785 ",G 310 R,New 2023 BMW Standard,New BMW Motorcycles
2 miles,"$20,835 ",S 1000 XR,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$6,485 ",G 310 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$26,625 ",R 1250 GS Adventure,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$26,625 ",R 1250 GS Adventure,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$14,770 ",CE 04,New 2023 BMW Scooter,New BMW Motorcycles
10 miles,"$25,295 ",R 1250 GS Adventure GS Trophy,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
5 miles,"$6,290 ",G 310 GS,New 2023 BMW Dual Sport,"Be spontaneous. Break the routine. With the BMW G 310 GS, your everyday life becomes an adventure. Thanks to the optimized engine with Ride by Wire and a slipper clutch, you can master the urban jungle and make trips into the surrounding areas. Your adventure doesn t have to be big to be unforgettable.  The key is to experience the  every day."
2 miles,"$16,425 ",F 850 GS 850 GS ADVENTURE,New 2023 BMW Dual Sport,New BMW Motorcycles
23 miles,"$21,315 ",R nineT,New 2023 BMW Standard,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the  community and show who you really are with your R nineT."
2 miles,"$28,455 ",K 1600 B,New 2023 BMW Touring,New BMW Motorcycles
2 miles,"$9,390 ",C 400 GT,New 2023 BMW Scooter,New BMW Motorcycles
2 miles,"$6,485 ",G 310 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$26,655 ",K 1600 B,New 2023 BMW Touring,New BMW Motorcycles
2 miles,"$24,170 ",R 1250 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$17,160 ",F 850 GS Adventure,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$15,720 ",F 900 XR,New 2023 BMW Standard,New BMW Motorcycles
2 miles,"$14,550 ",CE 04,New 2023 BMW Scooter,New BMW Motorcycles
2 miles,"$17,695 ",F 850 GS Adventure,New 2023 BMW Dual Sport,New BMW Motorcycles
1 miles,"$9,390 ",C 400 GT,New 2023 BMW Scooter,"A vibrant metropolis. Novelty around every corner. You have unlimited options with the C 400 GT: climb on, set off, enjoy and just keep going even beyond city limits. In doing so, you will conveniently reach your destination thanks to the new Ride by Wire and optional BMW Motorrad Connectivity including Navigator. Your radius increases and you discover your world in a new dimension."
2 miles,"$24,170 ",R 1250 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$6,485 ",G 310 GS,New 2023 BMW Dual Sport,New BMW Motorcycles
203 miles,"$20,495 ",R 18 Transcontinental,New 2023 BMW Cruiser,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrad s tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic ."
2 miles,"$11,361 ",F 900 R,New 2023 BMW Standard,New BMW Motorcycles
2 miles,"$23,450 ",S 1000 XR,New 2023 BMW Dual Sport,New BMW Motorcycles
2 miles,"$26,475 ",R 1250 GS Adventure,New 2023 BMW Dual Sport,New BMW Motorcycles
4 miles,"$15,785 ",R NineT Scrambler,New 2023 BMW Standard,"The R nineT Scrambler knows no conventions: rough, unadapted, individual. Its handling is balanced and unique. With the boxer, you can ride around with your head held high, it is available for every spontaneity. And the typical Scrambler look together with the relaxed seating position makes a lot of difference and above all is a lot of fun. Design your R nineT Scrambler so that it fits perfectly into your life. No matter what the others say. Just typical"
